                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    110,                0.42797,                0.44577,                0.97055,                0.95052,                0.95823,                0.98369,                0.93057,                0.35674,                0.31246,                0.90717,              0.0014871,              0.0014871,              0.0014871
                    111,                0.41834,                0.42961,                0.96262,                  0.871,                0.89548,                0.94871,                  0.904,                0.34558,                0.43957,                0.90431,              0.0014855,              0.0014855,              0.0014855
                    112,                0.40775,                0.41988,                0.94712,                0.90938,                0.94801,                0.97075,                0.92483,                0.33723,                0.31522,                 0.9032,              0.0014838,              0.0014838,              0.0014838
                    113,                 0.4134,                 0.4273,                  0.954,                0.94753,                 0.9318,                0.96056,                0.90817,                 0.3639,                0.35222,                0.91236,              0.0014822,              0.0014822,              0.0014822
                    114,                0.40989,                0.42925,                0.95842,                 0.9346,                0.94072,                 0.9818,                0.93384,                0.32775,                0.31055,                0.89749,              0.0014805,              0.0014805,              0.0014805
                    115,                0.40941,                0.41738,                 0.9562,                0.93284,                0.94954,                0.98647,                 0.9311,                0.35107,                0.31186,                0.90397,              0.0014789,              0.0014789,              0.0014789
                    116,                0.41133,                0.42315,                0.95222,                0.94332,                0.96535,                0.98649,                0.93794,                0.33379,                0.30247,                0.89902,              0.0014772,              0.0014772,              0.0014772
                    117,                0.41204,                0.41039,                0.95758,                0.93531,                0.97074,                0.98328,                0.93875,                0.32546,                0.28937,                0.89305,              0.0014756,              0.0014756,              0.0014756
                    118,                0.40872,                0.40411,                0.94848,                0.94742,                 0.9615,                0.97781,                0.93139,                0.34348,                0.29884,                0.90175,              0.0014739,              0.0014739,              0.0014739
                    119,                0.40865,                0.41652,                0.94987,                0.96043,                0.89689,                0.97353,                0.91395,                0.34912,                0.34847,                0.90615,              0.0014723,              0.0014723,              0.0014723
                    120,                0.39881,                0.42079,                0.95697,                0.92673,                0.97086,                0.97506,                0.92722,                0.33743,                0.29884,                0.90066,              0.0014706,              0.0014706,              0.0014706
                    121,                0.39557,                0.40648,                0.94717,                0.93993,                0.95369,                0.98372,                0.92877,                0.32811,                0.30802,                0.89239,               0.001469,               0.001469,               0.001469
                    122,                0.38903,                0.40131,                0.94336,                0.93667,                0.94224,                0.97656,                0.92386,                0.34551,                0.30641,                0.89851,              0.0014673,              0.0014673,              0.0014673
                    123,                0.40931,                0.40641,                0.95231,                0.92622,                0.96384,                0.98018,                0.93378,                0.33418,                0.30362,                0.89392,              0.0014657,              0.0014657,              0.0014657
