                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                0.49802,                0.50323,                0.91032,                0.90154,                0.92831,                0.97123,                0.87657,                 0.4958,                0.50368,                0.93628,              0.0015498,              0.0015498,              0.0015498
                     73,                0.49111,                0.50083,                0.91775,                0.93273,                0.92912,                0.96484,                0.89821,                0.39481,                0.37569,                0.89262,              0.0015482,              0.0015482,              0.0015482
                     74,                0.48338,                 0.4827,                0.89895,                0.90691,                0.94227,                0.96991,                0.90943,                0.37984,                0.36051,                0.88586,              0.0015465,              0.0015465,              0.0015465
                     75,                0.47843,                 0.4944,                0.90271,                0.84276,                0.94074,                0.95232,                0.89869,                0.39558,                 0.4106,                0.89129,              0.0015449,              0.0015449,              0.0015449
                     76,                 0.4637,                0.50791,                0.90506,                0.88448,                0.96743,                0.97074,                0.90898,                0.37973,                0.37905,                  0.887,              0.0015432,              0.0015432,              0.0015432
                     77,                0.48118,                 0.5026,                0.90423,                0.86609,                0.94954,                0.96645,                0.89207,                0.41555,                0.42446,                0.90057,              0.0015416,              0.0015416,              0.0015416
                     78,                0.47393,                0.49085,                0.89681,                0.93201,                0.91473,                0.96618,                0.88817,                0.40446,                0.38762,                0.89792,              0.0015399,              0.0015399,              0.0015399
                     79,                0.48352,                0.49078,                0.90452,                0.88473,                0.92511,                 0.9649,                0.90109,                0.37928,                0.40487,                0.88316,              0.0015383,              0.0015383,              0.0015383
                     80,                0.47097,                0.50143,                0.90851,                 0.9375,                0.89861,                0.96647,                0.90124,                 0.3781,                0.38862,                0.88442,              0.0015366,              0.0015366,              0.0015366
                     81,                 0.4689,                0.47309,                0.89261,                0.90365,                0.86585,                0.94519,                0.88143,                0.38292,                0.45416,                0.88697,               0.001535,               0.001535,               0.001535
                     82,                0.48004,                0.48359,                0.89623,                0.90881,                0.95059,                0.96905,                0.89902,                0.39789,                0.37831,                0.88975,              0.0015333,              0.0015333,              0.0015333
                     83,                0.48026,                0.47947,                0.89712,                0.92629,                0.91999,                0.96355,                0.88795,                0.41598,                0.40424,                0.89358,              0.0015317,              0.0015317,              0.0015317
                     84,                0.50823,                0.49851,                0.90738,                0.90348,                0.92984,                0.93725,                0.86975,                 0.4232,                0.42771,                 0.8981,                0.00153,                0.00153,                0.00153
                     85,                0.48746,                 0.4773,                0.89869,                0.89497,                0.95108,                 0.9771,                0.90643,                0.40897,                0.39292,                0.89726,              0.0015284,              0.0015284,              0.0015284
                     86,                0.48308,                0.48948,                0.90243,                0.90697,                0.93104,                0.94319,                0.88248,                0.38391,                0.41486,                0.89181,              0.0015267,              0.0015267,              0.0015267
                     87,                0.46438,                0.46026,                0.89786,                0.89869,                0.95003,                0.96491,                0.91011,                0.37863,                0.37944,                0.88569,              0.0015251,              0.0015251,              0.0015251
                     88,                0.46824,                0.46802,                0.89808,                0.90702,                0.93707,                0.96945,                0.90914,                0.37559,                 0.3926,                0.88447,              0.0015234,              0.0015234,              0.0015234
                     89,                0.46441,                0.45484,                0.89595,                0.92229,                0.94402,                0.96763,                0.91797,                0.37297,                0.37267,                 0.8811,              0.0015218,              0.0015218,              0.0015218
                     90,                0.46844,                0.46201,                0.90182,                0.93307,                 0.9358,                0.96764,                0.90619,                0.38803,                0.37226,                0.88722,              0.0015201,              0.0015201,              0.0015201
                     91,                0.45205,                0.45784,                0.89327,                0.87639,                0.95784,                0.96821,                0.90422,                0.38663,                0.40001,                0.88836,              0.0015185,              0.0015185,              0.0015185
                     92,                0.44785,                0.45661,                0.88864,                0.92273,                0.93937,                0.97066,                0.92047,                0.36215,                0.33329,                0.88009,              0.0015168,              0.0015168,              0.0015168
                     93,                0.43778,                0.44872,                0.87988,                0.92259,                0.89176,                0.96418,                  0.904,                0.36334,                0.40334,                0.88115,              0.0015152,              0.0015152,              0.0015152
                     94,                0.45249,                 0.4561,                0.88841,                0.89344,                0.90688,                0.95748,                0.89701,                 0.3862,                0.38417,                0.88635,              0.0015135,              0.0015135,              0.0015135
                     95,                0.45168,                0.43773,                0.88269,                0.92287,                0.86804,                0.95728,                0.88414,                0.43028,                0.37558,                0.89916,              0.0015119,              0.0015119,              0.0015119
                     96,                0.44677,                0.43822,                0.88699,                0.96191,                 0.9204,                0.98657,                0.92265,                0.38266,                0.31033,                0.88737,              0.0015102,              0.0015102,              0.0015102
                     97,                0.45106,                0.43637,                0.89084,                 0.8407,                0.92934,                0.95143,                0.89857,                 0.3818,                0.45622,                0.88515,              0.0015086,              0.0015086,              0.0015086
                     98,                0.44143,                 0.4544,                0.88871,                0.89251,                 0.8542,                0.92548,                0.87195,                0.36068,                0.41671,                0.87618,              0.0015069,              0.0015069,              0.0015069
                     99,                0.45275,                0.44505,                0.89039,                0.92442,                0.85649,                0.94538,                0.88212,                0.38682,                0.41135,                0.88373,              0.0015053,              0.0015053,              0.0015053
                    100,                0.45109,                0.45301,                0.88913,                0.95466,                0.93131,                0.97844,                0.92961,                 0.3631,                0.32762,                0.87825,              0.0015036,              0.0015036,              0.0015036
                    101,                0.44623,                0.43222,                0.88724,                0.91277,                0.94518,                0.96987,                0.90518,                0.40678,                0.40878,                0.89175,               0.001502,               0.001502,               0.001502
                    102,                0.44354,                0.43466,                0.88809,                0.90572,                0.95288,                0.95154,                0.89447,                0.36667,                0.34407,                0.87857,              0.0015003,              0.0015003,              0.0015003
