                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                0.43642,                0.43317,                0.89357,                  0.934,                0.97037,                0.97345,                0.91817,                0.34773,                0.34768,                0.87539,              0.0015383,              0.0015383,              0.0015383
                     80,                0.41904,                0.44936,                0.88623,                0.91506,                0.96149,                0.97036,                0.91053,                0.36127,                0.34228,                0.87786,              0.0015366,              0.0015366,              0.0015366
                     81,                0.42189,                0.42649,                0.88029,                0.86253,                0.94307,                0.95182,                0.89851,                0.36042,                0.41065,                0.87837,               0.001535,               0.001535,               0.001535
                     82,                 0.4285,                0.44985,                0.87954,                0.91936,                0.96044,                0.97459,                0.91597,                0.37182,                0.34937,                0.87778,              0.0015333,              0.0015333,              0.0015333
                     83,                0.42935,                0.43652,                0.88482,                0.95968,                0.89929,                0.96359,                0.90262,                0.38411,                0.36323,                0.89198,              0.0015317,              0.0015317,              0.0015317
                     84,                0.43574,                 0.4561,                0.89048,                0.91542,                0.94017,                0.95721,                0.89331,                0.38806,                 0.3855,                0.88695,                0.00153,                0.00153,                0.00153
                     85,                0.42013,                0.42324,                0.88112,                0.92817,                0.97053,                0.98355,                0.92562,                0.35429,                0.31752,                0.87818,              0.0015284,              0.0015284,              0.0015284
                     86,                0.42156,                 0.4468,                0.88364,                0.93632,                0.89963,                0.97332,                  0.922,                0.35369,                0.35316,                0.87725,              0.0015267,              0.0015267,              0.0015267
                     87,                0.41447,                0.42898,                0.88398,                0.90983,                0.95776,                0.97891,                0.92561,                0.36355,                0.35362,                0.87558,              0.0015251,              0.0015251,              0.0015251
                     88,                0.42462,                 0.4234,                0.88288,                0.94813,                 0.9449,                0.97961,                0.92216,                0.34672,                0.32841,                0.87363,              0.0015234,              0.0015234,              0.0015234
                     89,                0.41898,                 0.4257,                0.88183,                0.92765,                 0.9646,                0.96638,                0.89529,                 0.4061,                0.40314,                0.89326,              0.0015218,              0.0015218,              0.0015218
                     90,                0.42375,                0.41163,                0.88487,                0.94736,                0.97213,                0.98679,                0.92861,                0.34889,                0.29668,                0.87307,              0.0015201,              0.0015201,              0.0015201
                     91,                0.42001,                0.42174,                 0.8862,                0.95079,                0.94547,                 0.9763,                0.91091,                0.38543,                 0.3417,                0.88956,              0.0015185,              0.0015185,              0.0015185
                     92,                0.41898,                0.41258,                0.88024,                0.92818,                0.96088,                0.98033,                0.93194,                0.33704,                 0.3191,                0.86774,              0.0015168,              0.0015168,              0.0015168
                     93,                 0.3972,                0.41302,                0.86805,                0.93554,                0.92698,                0.97189,                0.91865,                0.34055,                0.37953,                 0.8772,              0.0015152,              0.0015152,              0.0015152
                     94,                0.40942,                0.40529,                 0.8788,                0.93815,                0.94985,                0.98148,                0.93606,                0.34872,                0.31994,                0.87192,              0.0015135,              0.0015135,              0.0015135
                     95,                0.40192,                0.39742,                0.87194,                0.91786,                0.96399,                0.97466,                0.92659,                0.36349,                0.36173,                0.87432,              0.0015119,              0.0015119,              0.0015119
